name,ttm,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
RestructuringAndMergernAcquisition,1239000000,214000000,8000000,794000000,199000000,189000000,191000000,136000000,646000000,-1000000,24000000,184000000,4000000,362000000,63000000,448000000,-7635000000,22000000,165000000,872000000,85000000,44000000,46000000,127000000,165000000,87000000,178000000,817000000,600000000,376000000,192000000,483000000,641000000,149000000,161000000,184000000,-19000000,81000000,58000000,635000000,233000000,183000000,138000000,791000000,302000000,190000000,596000000,460000000,1101000000,479000000,894000000,1174000000,499000000,886000000,780000000,3111000000,193000000,459000000,554000000,1562000000,366000000,569000000,178000000,216000000,455000000,1051000000,812000000,507000000,249000000,268000000,306000000,596000000,307000000,270000000,219000000,467000000,190000000,289000000,247000000,378000000,303000000,285000000,91000000,240000000,114000000,166000000,109000000,250000000,113000000,206000000,270000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentOfCapitalAssets,685000000,0,264000000,221000000,200000000,,,86000000,0,,,791000000,900000000,0,0,2655000000,28000000,10000000,150000000,3076000000,-1000000,31000000,0,252000000,130000000,0,12000000,359000000,133000000,816000000,131000000,160000000,633000000,25000000,0,111000000,243000000,0,115000000,133000000,443000000,127000000,399000000,,,,,,105000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WriteOff,,15000000,,,200000000,20000000,,86000000,0,2000000,,791000000,900000000,0,0,2655000000,28000000,10000000,150000000,3076000000,-1000000,31000000,0,3000000,130000000,0,12000000,290000000,1422000000,816000000,131000000,160000000,633000000,25000000,0,111000000,243000000,0,115000000,133000000,443000000,127000000,399000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherSpecialCharges,711000000,165000000,-11000000,-42000000,597000000,15000000,425000000,-10000000,-27000000,348000000,-180000000,-58000000,8000000,-83000000,-105000000,426000000,44000000,-7000000,60000000,197000000,-102000000,-262000000,-161000000,1045000000,183000000,3000000,8000000,15000000,-40000000,261000000,274000000,876000000,,99000000,,273000000,28000000,-2000000,694000000,129000000,10000000,-1363000000,-83000000,-187000000,962000000,-664000000,1657000000,701000000,15000000,-413000000,,,,271000000,,,160000000,72000000,-57000000,2649000000,734000000,-11000000,65000000,489000000,-260000000,-487000000,-119000000,813000000,-343000000,154000000,-272000000,-53000000,1227000000,53000000,1040000000,728000000,283000000,-102000000,1735000000,1458000000,-166000000,5034000000,213000000,-12000000,75000000,-25000000,-56000000,-10000000,32000000,60000000,-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainOnSaleOfPPE,1000000,-5000000,7000000,6000000,-7000000,0,1000000,0,1000000,58000000,39000000,-237000000,2000000,-1000000,-1000000,-1000000,32000000,0,1000000,52000000,6000000,19000000,16000000,-6000000,167000000,34000000,95000000,90000000,47000000,31000000,9000000,1000000,35000000,19000000,175000000,22000000,53000000,33000000,181000000,220000000,46000000,28000000,26000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherNonOperatingIncomeExpenses,2699000000,385000000,680000000,890000000,743000000,-104000000,544000000,1306000000,1477000000,650000000,658000000,641000000,122000000,274000000,318000000,93000000,150000000,309000000,420000000,233000000,414000000,551000000,127000000,205000000,331000000,269000000,176000000,8000000,288000000,208000000,309000000,-95000000,154000000,272000000,188000000,303000000,359000000,257000000,234000000,295000000,242000000,91000000,-74000000,-748000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,22771000000,2269000000,6270000000,5231000000,9001000000,11447000000,9050000000,3827000000,7836000000,6609000000,5683000000,178000000,2176000000,3953000000,3885000000,-1508000000,10727000000,4141000000,4323000000,-946000000,4177000000,4527000000,4127000000,953000000,3585000000,3815000000,3951000000,777000000,1604000000,2410000000,3561000000,-354000000,2697000000,3539000000,3082000000,1803000000,3587000000,4003000000,2847000000,3061000000,3573000000,5357000000,3921000000,2170000000,2991000000,4484000000,2553000000,2293000000,3669000000,3682000000,3118000000,829000000,1440000000,3974000000,3179000000,4000000,3971000000,3049000000,3803000000,625000000,2722000000,2790000000,3557000000,2970000000,636000000,1619000000,4053000000,1714000000,3961000000,3083000000,4427000000,3365000000,2197000000,3061000000,2910000000,3499000000,3951000000,3428000000,3129000000,951000000,2494000000,-3405000000,3224000000,3132000000,3031000000,2476000000,3156000000,2584000000,2754000000,2391000000,2598000000,1912000000,1782000000,1663000000,1612000000,1302000000,966000000,1027000000,1148000000,307000000,701000000,899000000,961000000,776000000,809000000,632000000,861000000,730000000,746000000,572000000,750000000,575200000,625900000,473200000,628600000,477700000,481400000,368100000,529700000,390600000,-329700000,343400000,444500000,403200000,402100000,327900000,398900000,-35000000,363200000,245600000,366700000,212300000,333700000,207600000,345500000,,,,,,,,,,,,,,,,,,
TaxProvision,1230000000,-71000000,715000000,230000000,356000000,1570000000,1172000000,249000000,-331000000,1043000000,805000000,-170000000,-26000000,519000000,475000000,-1181000000,3047000000,-915000000,433000000,-563000000,66000000,648000000,556000000,-11335000000,727000000,739000000,821000000,13000000,284000000,375000000,535000000,-188000000,567000000,905000000,706000000,545000000,911000000,1082000000,582000000,430000000,985000000,1782000000,1160000000,680000000,-119000000,1290000000,750000000,800000000,1235000000,1094000000,894000000,-2074000000,564000000,1488000000,1146000000,-755000000,1092000000,786000000,1074000000,394000000,463000000,25000000,763000000,223000000,-161000000,272000000,689000000,223000000,717000000,790000000,315000000,609000000,591000000,-413000000,2635000000,625000000,650000000,582000000,809000000,335000000,253000000,270000000,764000000,628000000,680000000,519000000,783000000,625000000,679000000,590000000,668000000,500000000,421000000,513000000,432000000,348000000,265000000,298000000,333000000,1000000,186000000,271000000,269000000,218000000,213000000,175000000,259000000,226000000,232000000,178000000,233000000,169600000,206800000,156900000,208200000,143700000,144900000,110900000,159000000,101700000,-115500000,89600000,115500000,106100000,104600000,124100000,103800000,-35900000,88500000,66500000,99300000,57500000,90400000,56400000,93600000,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,21473000000,2327000000,5543000000,4995000000,8608000000,9906000000,7864000000,3393000000,8146000000,5563000000,4877000000,594000000,2194000000,3426000000,3401000000,-337000000,7680000000,5046000000,3884000000,-394000000,4114000000,3872000000,3561000000,12274000000,2840000000,3073000000,3121000000,775000000,1320000000,2019000000,3016000000,-172000000,2130000000,2626000000,2376000000,1228000000,2666000000,2912000000,2329000000,2568000000,2590000000,14095000000,2750000000,6315000000,3208000000,3253000000,1794000000,1439000000,3738000000,2610000000,2222000000,2890000000,866000000,2475000000,2026000000,767000000,2878000000,2261000000,2729000000,266000000,2278000000,2776000000,2784000000,2723000000,760000000,1266000000,3391000000,9448000000,3361000000,2413000000,4111000000,2731000000,1588000000,3461000000,301000000,2824000000,3340000000,2862000000,2330000000,600000000,2234000000,-3593000000,4665000000,2856000000,2350000000,1957000000,2356000000,1956000000,2072000000,1829000000,1930000000,1420000000,1361000000,1150000000,1180000000,954000000,701000000,709000000,815000000,634000000,1397000000,628000000,692000000,558000000,596000000,457000000,602000000,504000000,514000000,394000000,517000000,410900000,425300000,316300000,420400000,334000000,336500000,257200000,370700000,288900000,-214200000,253800000,329000000,14500000,297500000,203800000,295100000,900000,274700000,179100000,267400000,154800000,243300000,151200000,251900000,,,,,,,,,,,,,,,,,,
NetIncome,21473000000,2327000000,5543000000,4995000000,8608000000,9906000000,7864000000,3393000000,8146000000,5563000000,4877000000,594000000,2194000000,3426000000,3401000000,-337000000,7680000000,5046000000,3884000000,-394000000,4114000000,3872000000,3561000000,12274000000,2840000000,3073000000,3121000000,775000000,1320000000,2019000000,3016000000,-172000000,2130000000,2626000000,2376000000,1228000000,2666000000,2912000000,2329000000,2568000000,2590000000,14095000000,2750000000,6315000000,3208000000,3253000000,1794000000,1439000000,3738000000,2610000000,2222000000,2890000000,866000000,2475000000,2026000000,767000000,2878000000,2261000000,2729000000,266000000,2278000000,2776000000,2784000000,2724000000,761000000,1267000000,3392000000,9449000000,3362000000,2415000000,4111000000,2733000000,1589000000,3463000000,301000000,2825000000,3341000000,2863000000,2331000000,602000000,2235000000,-3591000000,4665000000,2856000000,2350000000,1957000000,2356000000,1956000000,2072000000,1829000000,1930000000,1420000000,1361000000,1150000000,1180000000,954000000,701000000,709000000,815000000,634000000,1397000000,628000000,692000000,558000000,596000000,457000000,602000000,504000000,514000000,394000000,517000000,410900000,425300000,316300000,420400000,334000000,336500000,257200000,370700000,288900000,-214200000,253800000,329000000,14500000,297500000,203800000,295100000,900000,274700000,179100000,267400000,154800000,243300000,151200000,251900000,,,,,,,,,,,,,,,,,,
NetIncomeIncludingNoncontrollingInterests,21520000000,2338000000,5556000000,5002000000,8623000000,9911000000,7870000000,3391000000,8159000000,5589000000,4886000000,605000000,2202000000,3434000000,3410000000,-326000000,7684000000,5056000000,3889000000,-383000000,4122000000,3879000000,3570000000,12290000000,2858000000,3078000000,3130000000,780000000,1319000000,2035000000,3026000000,-169000000,2139000000,2635000000,2381000000,1236000000,2672000000,2921000000,2338000000,2574000000,2599000000,14134000000,2765000000,6321000000,3214000000,3260000000,1803000000,1450000000,3749000000,2618000000,2234000000,2898000000,871000000,2485000000,2035000000,767000000,2881000000,2266000000,2730000000,271000000,2284000000,2782000000,2790000000,2760000000,762000000,1269000000,3395000000,9451000000,3367000000,2418000000,4115000000,2740000000,1593000000,3465000000,304000000,2828000000,3344000000,2865000000,2333000000,604000000,2237000000,-3592000000,4665000000,2859000000,2351000000,1957000000,2357000000,1958000000,2075000000,1838000000,1932000000,1427000000,1364000000,1154000000,1181000000,956000000,702000000,710000000,816000000,633000000,1398000000,629000000,693000000,560000000,599000000,461000000,603000000,503000000,517000000,396000000,519000000,412400000,426200000,318600000,422700000,335200000,337900000,258900000,371000000,289800000,-212800000,254300000,328800000,16400000,297800000,204100000,295300000,1600000,275400000,179800000,268500000,155600000,244300000,152600000,252900000,91200000,217500000,135700000,240800000,141600000,216800000,213100000,219800000,136600000,185800000,175800000,192000000,158400000,176600000,156100000,168900000,139300000,155500000
NetIncomeContinuousOperations,21540000000,2340000000,5555000000,5000000000,8645000000,9877000000,7879000000,3578000000,8167000000,5565000000,4877000000,348000000,2202000000,3434000000,3410000000,-326000000,7680000000,5056000000,3889000000,-383000000,4111000000,3879000000,3571000000,12289000000,2858000000,3077000000,3130000000,763000000,1320000000,2035000000,3026000000,-166000000,2130000000,2635000000,2376000000,1257000000,2676000000,2921000000,2265000000,2631000000,2588000000,3575000000,2761000000,1490000000,3110000000,3194000000,1803000000,1493000000,2434000000,2588000000,2224000000,2903000000,876000000,2486000000,2033000000,759000000,2879000000,2263000000,2729000000,226000000,2253000000,2759000000,2788000000,2711000000,796000000,1345000000,3361000000,1489000000,3239000000,2290000000,4108000000,2749000000,1602000000,3472000000,272000000,2871000000,3298000000,2844000000,2318000000,614000000,2239000000,-3674000000,2460000000,2501000000,2350000000,1957000000,2373000000,1957000000,2072000000,1792000000,1930000000,1412000000,1361000000,1150000000,1180000000,954000000,701000000,729000000,815000000,306000000,515000000,628000000,692000000,558000000,596000000,457000000,602000000,504000000,514000000,394000000,517000000,405600000,419100000,316300000,420400000,334000000,336500000,257200000,370700000,288900000,-214200000,253800000,329000000,297100000,297500000,203800000,295100000,900000,274700000,179100000,267400000,154800000,243300000,151200000,251900000,87100000,217500000,135700000,240800000,141600000,216800000,213100000,219800000,136600000,185800000,175800000,192000000,158400000,176600000,156100000,168900000,139300000,155500000
NetIncomeDiscontinuousOperations,-21000000,-2000000,1000000,2000000,-21000000,34000000,-9000000,-187000000,-9000000,24000000,9000000,257000000,0,0,0,0,4000000,0,0,0,11000000,0,-1000000,1000000,0,2000000,0,17000000,0,1000000,0,-3000000,8000000,1000000,5000000,-21000000,-3000000,0,73000000,-57000000,11000000,10559000000,4000000,4831000000,104000000,66000000,0,-43000000,1315000000,30000000,10000000,-5000000,-5000000,-1000000,2000000,8000000,2000000,3000000,1000000,40000000,25000000,17000000,-4000000,13000000,-35000000,-78000000,31000000,7960000000,123000000,125000000,3000000,9000000,-13000000,-9000000,29000000,-46000000,43000000,19000000,13000000,-12000000,-4000000,83000000,2235000000,,,,,-1000000,,37000000,,,,,,0,,-20000000,,328000000,882000000,,,,,,,,,,,5300000,6200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,-30000000,0,,,-17000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinorityInterests,-47000000,-11000000,-13000000,-8000000,-15000000,-6000000,-6000000,2000000,-12000000,-26000000,-9000000,-11000000,-8000000,-8000000,-9000000,-10000000,-4000000,-10000000,-6000000,-11000000,-8000000,-7000000,-9000000,-15000000,-18000000,-5000000,-9000000,-6000000,0,-16000000,-9000000,-3000000,-9000000,-9000000,-6000000,-8000000,-6000000,-9000000,-9000000,-6000000,-9000000,-39000000,-15000000,-6000000,-6000000,-7000000,-9000000,-11000000,-11000000,-8000000,-12000000,-8000000,-5000000,-10000000,-9000000,0,-3000000,-5000000,-1000000,-5000000,-6000000,-6000000,-6000000,-36000000,-1000000,-2000000,-3000000,-2000000,-5000000,-3000000,-4000000,-7000000,-4000000,-2000000,-3000000,-3000000,-3000000,-2000000,-2000000,-2000000,-2000000,1000000,,-3000000,-1000000,,-1000000,-2000000,-3000000,-9000000,-2000000,-7000000,-3000000,-4000000,-1000000,-2000000,-1000000,-1000000,-1000000,1000000,-1000000,-1000000,-1000000,-2000000,-3000000,-4000000,-1000000,1000000,-3000000,-2000000,-2000000,-1500000,-900000,-2300000,-2300000,-1200000,-1400000,-1700000,-300000,-900000,-1400000,-500000,200000,-1900000,-300000,-300000,-200000,-700000,-700000,-700000,-1100000,-800000,-1000000,-1400000,-1000000,,,,,,,,,,,,,,,,,,
PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,1000000,,1000000,,,,,,,,,,,,,,,,,,,,,,,,1000000,1000000,1000000,1000000,1000000,1000000,2000000,,2000000,1000000,2000000,,1000000,1000000,1000000,1000000,2000000,1000000,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,2000000,0,1000000,,1000000,1000000,0,0,2000000,1000000,0,0,0,0,0,1000000,0,0,0,0,,-3000000,-4000000,8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,,,,,,,,,1000000,-1000000,0,1000000,0,,0,1000000,0,0,1000000,0,0,1000000,-1000000,0,1000000,0,1000000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,21473000000,2327000000,5543000000,4995000000,8608000000,9906000000,7864000000,3393000000,8146000000,5563000000,4877000000,594000000,2194000000,3426000000,3401000000,-337000000,7680000000,5046000000,3884000000,-394000000,4114000000,3872000000,3561000000,12274000000,2840000000,3073000000,3121000000,775000000,1320000000,2019000000,3016000000,-172000000,2130000000,2626000000,2376000000,1228000000,2666000000,2912000000,2329000000,2568000000,2590000000,14095000000,2750000000,6315000000,3208000000,3253000000,1794000000,1439000000,3738000000,2610000000,2222000000,2890000000,866000000,2475000000,2026000000,767000000,2878000000,2261000000,2729000000,266000000,2278000000,2776000000,2784000000,2723000000,760000000,1266000000,3391000000,9448000000,3361000000,2413000000,4111000000,2731000000,1588000000,3461000000,301000000,2824000000,3340000000,2862000000,2330000000,600000000,2234000000,-3593000000,4665000000,2856000000,2350000000,1957000000,2356000000,1956000000,2072000000,1829000000,1930000000,1420000000,1361000000,1150000000,1180000000,954000000,701000000,709000000,815000000,634000000,1397000000,628000000,692000000,558000000,596000000,457000000,602000000,504000000,514000000,394000000,517000000,410900000,425300000,316300000,420400000,334000000,336500000,257200000,370700000,288900000,-214200000,253800000,329000000,14500000,297500000,203800000,295100000,900000,274700000,179100000,267400000,154800000,243300000,151200000,251900000,,,,,,,,,,,,,,,,,,
BasicEPS,,0.41,0.98,0.89,1.54,1.77,1.4,0.6,1.45,0.99,0.87,0.11,0.26,0.63,0.6,-0.06,1.38,0.91,0.69,-0.07,0.7,0.66,0.6,2.06,0.48,0.52,0.52,0.13,0.22,0.33,0.49,-0.03,0.35,0.43,0.38,0.2,0.42,0.46,0.36,0.4,0.39,2,0.38,0.86,0.43,0.44,0.24,0.19,0.48,0.33,0.28,0.36,0.11,0.31,0.25,0.06,0.43,0.34,0.41,0.04,0.34,0.41,0.41,0.4,0.11,0.18,0.48,1.31,0.47,0.33,0.56,0.37,0.22,0.47,0.04,0.38,0.45,0.38,0.31,0.07,0.29,-0.48,0.76,0.46,0.39,0.31,0.32,0.32,0.33,0.29,0.31,0.23,0.22,0.18,-0.03,0.24,0.18,0.18,0.22,0.494,0.36,0.17,0.18,0.14,0.16,0.12,0.16,0.14,0.14,0.1,0.14,0.107,0.11,0.08,0.11,0.089,0.09,0.07,0.1,0.07,-0.06,0.07,0.09,0.01,0.07,0.05,0.07,0.01,0.07,0.05,0.07,0.05,0.06,0.04,0.06,0,0.06,0.03,0.06,0,0.06,0.05,0.06,0,0.05,0.04,0.05,0,0.04,0.04,0.04,0,0.04
DilutedEPS,,0.41,0.97,0.87,1.51,1.73,1.37,0.59,1.42,0.98,0.86,0.1,0.26,0.62,0.6,-0.06,1.36,0.89,0.68,-0.07,0.69,0.65,0.59,2.02,0.47,0.51,0.51,0.13,0.21,0.33,0.49,-0.03,0.34,0.42,0.38,0.19,0.42,0.45,0.36,0.39,0.39,1.98,0.38,0.85,0.43,0.43,0.24,0.19,0.48,0.33,0.28,0.36,0.11,0.31,0.25,0.06,0.43,0.34,0.4,0.04,0.34,0.41,0.41,0.39,0.11,0.18,0.48,1.31,0.46,0.33,0.56,0.37,0.22,0.47,0.04,0.37,0.44,0.38,0.3,0.07,0.29,-0.48,0.76,0.46,0.38,0.31,0.31,0.3,0.33,0.29,0.3,0.23,0.21,0.18,-0.03,0.23,0.18,0.18,0.21,0.494,0.35,0.15,0.18,0.14,0.15,0.12,0.15,0.13,0.13,0.1,0.13,0.107,0.11,0.08,0.11,0.089,0.09,0.07,0.1,0.07,-0.06,0.07,0.09,0,0.07,0.05,0.07,0,0.07,0.05,0.07,0.05,0.06,0.04,0.06,0,0.06,0.03,0.06,0,0.06,0.05,0.06,0,0.05,0.04,0.05,0,0.04,0.04,0.04,0,0.04
BasicAverageShares,,5646000000,5634000000,5614000000,5607000000,5593000000,5617000000,5613000000,5609000000,5598000000,5584000000,5564000000,5557000000,5554000000,5545000000,5533000000,5545000000,5562000000,5635000000,5788000000,5875000000,5866000000,5957000000,5963000000,5951000000,5958000000,6006000000,6070000000,6066000000,6068000000,6150000000,6174000000,6168000000,6159000000,6203000000,6296000000,6330000000,6368000000,6389000000,6443000000,6581000000,7042000000,7187000000,7319000000,7436000000,7476000000,7537000000,7635000000,7770000000,7875000000,7982000000,8009000000,8027000000,8046000000,8061000000,7847000000,6730000000,6728000000,6723000000,6718000000,6718000000,6732000000,6739000000,6776000000,6875000000,6966000000,7051000000,7143000000,7228000000,7282000000,7314000000,7328000000,7333000000,7366000000,7416000000,7462000000,7501000000,7574100000,7586000000,7586500000,7710700000,7453400000,6101400000,6107100000,6126300000,6185100000,6205500000,6217700000,6241200000,6250000000,6247000000,6237000000,6228000000,6217000000,6152000000,6135000000,6122000000,6125000000,3783000000,3882006108,3880555556,3694117647,3844444444,3977978056,3725000000,3808333333,3762500000,3588461538,3671428571,3940000000,3692857143,3854678710,3866363636,3953750000,3821818182,3746579769,3738888889,3674285714,3707000000,4412588235,3570000000,3625714286,3655555556,3499714286,4250000000,4076000000,4215714286,3182105263,3924285714,3582000000,3820000000,3140952381,4055000000,3780000000,4198333333,3971477000,3971489000,3971489000,3971489000,3973483000,3951694000,3951694000,3951694000,3951694000,3964138000,3964138000,3964138000,3964138000,3946985000,3936414000,3936414000,3936414000,3929712000
DilutedAverageShares,,5713000000,5727000000,5745000000,5718000000,5712000000,5758000000,5768000000,5725000000,5678000000,5662000000,5662000000,5633000000,5619000000,5613000000,5630000000,5649000000,5672000000,5750000000,5788000000,5986000000,5952000000,6057000000,6064000000,6041000000,6037000000,6092000000,6144000000,6138000000,6137000000,6214000000,6174000000,6243000000,6243000000,6292000000,6374000000,6403000000,6444000000,6476000000,6533000000,6656000000,7117000000,7269000000,7395000000,7508000000,7537000000,7598000000,7687000000,7810000000,7935000000,8035000000,8059000000,8057000000,8072000000,8101000000,7906000000,6762000000,6752000000,6753000000,6750000000,6736000000,6748000000,6762000000,6798000000,6894000000,6990000000,7075000000,7178000000,7251000000,7305000000,7348000000,7372000000,7382000000,7418000000,7474000000,7530000000,7569000000,7664000000,7679000000,7661900000,7791200000,7453400000,6161700000,6177400000,6202200000,6271300000,6305900000,6328000000,6359200000,6376000000,6381000000,6389000000,6371000000,6369000000,6152000000,6248000000,6322000000,6338000000,3932000000,3882006108,3991428571,4186666667,3844444444,3985714286,3973333333,3808333333,4013333333,3877945946,3953846154,3940000000,3976923077,3854678710,3866363636,3953750000,3821818182,3746579769,3738888889,3674285714,3707000000,4412588235,3570000000,3625714286,3655555556,4272000000,4250000000,4076000000,4215714286,4026666667,3924285714,3582000000,3820000000,3140952381,4055000000,3780000000,4198333333,3971477000,3971489000,3971489000,3971489000,3973483000,3951694000,3951694000,3951694000,3951694000,3964138000,3964138000,3964138000,3964138000,3946985000,3936414000,3936414000,3936414000,3929712000
TotalExpenses,54487000000,10566000000,11912000000,19037000000,12972000000,15333000000,15713000000,20712000000,17306000000,13367000000,9880000000,10886000000,8803000000,8348000000,7860000000,10702000000,9357000000,9113000000,8658000000,10792000000,9449000000,9446000000,8914000000,11308000000,9383000000,9076000000,8672000000,11274000000,9493000000,9354000000,8973000000,11786000000,8148000000,8172000000,7767000000,10840000000,8698000000,8742000000,7825000000,9880000000,8426000000,8503000000,9271000000,11359000000,9721000000,9719000000,10599000000,13292000000,11885000000,12410000000,12490000000,15203000000,14232000000,12467000000,12791000000,13110000000,7457000000,7476000000,6510000000,8282000000,8151000000,8781000000,8048000000,10294000000,11159000000,8901000000,7728000000,10006000000,8413000000,8236000000,8199000000,9954000000,8458000000,9041000000,8922000000,10228000000,8407000000,8659000000,7376000000,11373000000,9898000000,8102000000,5031000000,3874000000,5527000000,5454000000,5241000000,6267000000,5059000000,5100000000,4857000000,5809000000,4917000000,5116000000,2865000000,3201000000,2975000000,2708000000,2771000000,3070000000,2347000000,2660000000,2382000000,2661000000,2209000000,2216000000,2072000000,2359000000,1968000000,2087000000,1873000000,2070500000,1847100000,1945600000,1772000000,1797300000,1568000000,1526100000,1417400000,2334800000,1424300000,1195000000,1379500000,1589900000,1424600000,1419800000,1352500000,1589400000,1399600000,1384500000,1323000000,1574700000,1314500000,1286400000,1176600000,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,21473000000,2327000000,5543000000,4995000000,8608000000,9906000000,7864000000,3393000000,8146000000,5563000000,4877000000,594000000,2194000000,3426000000,3401000000,-337000000,7680000000,5046000000,3884000000,-394000000,4114000000,3872000000,3561000000,12274000000,2840000000,3073000000,3121000000,775000000,1320000000,2019000000,3016000000,-172000000,2130000000,2626000000,2376000000,1228000000,2666000000,2912000000,2329000000,2568000000,2590000000,14095000000,2750000000,6315000000,3208000000,3253000000,1794000000,1439000000,3738000000,2610000000,2222000000,2890000000,866000000,2475000000,2026000000,767000000,2878000000,2261000000,2729000000,266000000,2278000000,2776000000,2784000000,2724000000,761000000,1267000000,3392000000,9449000000,3362000000,2415000000,4111000000,2758000000,1589000000,3463000000,301000000,2825000000,3341000000,2863000000,2331000000,602000000,2235000000,-3591000000,4695000000,2856000000,2350000000,1957000000,2373000000,1956000000,2072000000,1829000000,1930000000,1420000000,1361000000,1150000000,1180000000,954000000,701000000,709000000,815000000,634000000,1397000000,628000000,692000000,558000000,596000000,457000000,602000000,504000000,514000000,394000000,517000000,410900000,425300000,316300000,420400000,334000000,336500000,257200000,370700000,288900000,-214200000,253800000,329000000,297100000,297500000,203800000,295100000,900000,274700000,179100000,267400000,154800000,243300000,151200000,251900000,,,,,,,,,,,,,,,,,,
